filename,chroma_stft,spectral_centroid,spectral_bandwidth,rolloff,zero_crossing_rate,mfcc1,mfcc2,mfcc3,mfcc4,mfcc5,mfcc6,mfcc7,mfcc8,mfcc9,mfcc10,mfcc11,mfcc12,mfcc13,mfcc14,mfcc15,mfcc16,mfcc17,mfcc18,mfcc19,mfcc20,class
00NPQO9PQKXAA1S1EZRNS9BL0645T4OL.wav,0.129805997,1298.909572,1260.664595,1603.973634,0.092760966,-56.61236954,165.3312225,-46.84519196,-35.79478073,-35.50505447,1.109764457,1.927453995,-1.367171049,-16.21295166,-6.343550682,-6.659962654,0.409371018,-13.96359825,7.399804115,7.278502464,0.07974419,-20.73288918,-2.04036665,5.890011311,-0.631462395,external_storage
00TLP6A7QPB4IB71FVKWJLPU8ZKCKQQ3.wav,0.12952742,1297.505475,1257.556003,1601.42365,0.092761722,-57.11322021,165.2382507,-46.83867264,-35.807827,-35.50082397,1.214422226,2.164244175,-0.985188484,-15.94371891,-6.313804626,-6.832706451,0.332730293,-13.9273386,7.147991657,6.800160885,-0.161176071,-20.57624626,-1.90502739,5.829499245,-0.457302511,broadcast_intent
00TLP6A7QPB4IB71FVKWJLPU8ZKCKQQ3.wav,0.12786746,1306.146003,1276.034215,1637.648431,0.092761722,-43.39831161,164.2848358,-46.77148438,-35.76763535,-36.41259766,-0.051870823,0.85172683,-4.087623119,-19.02414131,-5.73681736,-5.10152626,-0.509545267,-17.59478188,3.146306038,5.398689747,-2.259215832,-22.3321476,0.002918825,6.117955685,-3.028736115,broadcast_intent
00TLP6A7QPB4IB71FVKWJLPU8ZKCKQQ3.wav,0.131251708,1296.678902,1256.442449,1610.76526,0.092760966,-51.35004425,165.9364166,-47.59370422,-35.77444077,-35.9384079,1.676183939,4.117541313,1.260917306,-14.82659245,-6.305060863,-7.772771358,-0.277250707,-12.47580242,7.55365181,6.465483189,-0.381664932,-19.43021584,-1.705777884,4.366580963,0.478070319,broadcast_intent
00TLP6A7QPB4IB71FVKWJLPU8ZKCKQQ3.wav,0.108092383,1107.890478,751.8772494,1034.193746,0.092761344,-498.2557983,3.95881319,-3.050592184,-27.3717041,-30.21090698,5.693071365,42.36539078,38.05308151,6.343766689,-17.05550385,-32.75439072,-8.666306496,14.4913044,50.81046295,16.45062637,-3.131615162,-21.40194511,-23.86177826,2.447595119,31.26373482,broadcast_intent
00TLP6A7QPB4IB71FVKWJLPU8ZKCKQQ3.wav,0.108092383,1107.890478,751.8772494,1034.193746,0.092761344,-498.2557983,3.95881319,-3.050592184,-27.3717041,-30.21090698,5.693071365,42.36539078,38.05308151,6.343766689,-17.05550385,-32.75439072,-8.666306496,14.4913044,50.81046295,16.45062637,-3.131615162,-21.40194511,-23.86177826,2.447595119,31.26373482,broadcast_intent
00TLP6A7QPB4IB71FVKWJLPU8ZKCKQQ3.wav,0.127251416,1289.348522,1241.737915,1580.365444,0.0927621,-78.74395752,165.3590546,-46.83422852,-36.39225388,-35.75032425,2.386099815,5.765707493,3.291382551,-12.73672676,-6.734797478,-8.613892555,-0.31851536,-11.77000141,8.695696831,5.192669392,-0.355017364,-17.95151138,-2.632973671,4.190964222,-0.087583557,broadcast_intent
00TLP6A7QPB4IB71FVKWJLPU8ZKCKQQ3.wav,0.12800017,1290.595337,1244.176022,1583.140427,0.092760588,-73.17253113,165.5937195,-46.9441452,-36.38262558,-35.69543457,2.327622652,6.046264172,3.531743526,-12.39977551,-6.716826439,-8.615743637,-0.616306663,-11.86757183,7.674224377,4.356650352,-0.953580618,-17.49729156,-2.301104784,3.882191896,-0.692441404,broadcast_intent
00TLP6A7QPB4IB71FVKWJLPU8ZKCKQQ3.wav,0.108092383,1107.890478,751.8772494,1034.193746,0.092761344,-498.2557983,3.95881319,-3.050592184,-27.3717041,-30.21090698,5.693071365,42.36539078,38.05308151,6.343766689,-17.05550385,-32.75439072,-8.666306496,14.4913044,50.81046295,16.45062637,-3.131615162,-21.40194511,-23.86177826,2.447595119,31.26373482,broadcast_intent
01NGEBCOVXD3MYJHRNXTEQ46IL2T9EPJ.wav,0.129453614,1297.297608,1257.250867,1600.923653,0.092760966,-57.17015839,165.2241974,-46.84363556,-35.81726074,-35.48699951,1.179149151,2.093644619,-1.057308197,-16.02845955,-6.344477654,-6.828679562,0.376447469,-13.83890915,7.352383137,7.059431076,-0.024453036,-20.66123772,-1.963855505,5.900790691,-0.281833053,broadcast_intent
